State,county,winner
North Dakota,Burke,Trump
North Dakota,Logan,Trump
North Dakota,Oliver,Trump
North Dakota,Steele,Trump
North Dakota,Golden Valley,Trump
North Dakota,Sheridan,Trump
North Dakota,Billings,Trump
North Dakota,Slope,Trump
Ohio,Cuyahoga,Clinton
Ohio,Franklin,Clinton
Ohio,Hamilton,Clinton
Ohio,Summit,Clinton
Ohio,Montgomery,Trump
Ohio,Lucas,Clinton
Ohio,Stark,Trump
Ohio,Butler,Trump
Ohio,Lorain,Trump
Ohio,Warren,Trump
Ohio,Mahoning,Clinton
Ohio,Lake,Trump
Ohio,Delaware,Trump
Ohio,Clermont,Trump
Ohio,Trumbull,Trump
Ohio,Medina,Trump
Ohio,Greene,Trump
Ohio,Licking,Trump
Ohio,Portage,Trump
Ohio,Fairfield,Trump
Ohio,Wood,Trump
Ohio,Clark,Trump
Ohio,Richland,Trump
Ohio,Miami,Trump
Ohio,Geauga,Trump
Ohio,Wayne,Trump
Ohio,Columbiana,Trump
Ohio,Allen,Trump
Ohio,Tuscarawas,Trump
Ohio,Ashtabula,Trump
Ohio,Erie,Trump
Ohio,Muskingum,Trump
Ohio,Hancock,Trump
Ohio,Jefferson,Trump
Ohio,Belmont,Trump
Ohio,Scioto,Trump
Ohio,Washington,Trump
Ohio,Ross,Trump
Ohio,Athens,Clinton
Ohio,Knox,Trump
Ohio,Sandusky,Trump
Ohio,Union,Trump
Ohio,Lawrence,Trump
Ohio,Marion,Trump
Ohio,Darke,Trump
Ohio,Huron,Trump
Ohio,Ashland,Trump
Ohio,Pickaway,Trump
Ohio,Seneca,Trump
Ohio,Shelby,Trump
Ohio,Auglaize,Trump
Ohio,Ottawa,Trump
Ohio,Mercer,Trump
Ohio,Logan,Trump
Ohio,Fulton,Trump
Ohio,Preble,Trump
Ohio,Brown,Trump
Ohio,Crawford,Trump
Ohio,Putnam,Trump
Ohio,Clinton,Trump
Ohio,Defiance,Trump
Ohio,Champaign,Trump
Ohio,Highland,Trump
Ohio,Williams,Trump
Ohio,Madison,Trump
Ohio,Morrow,Trump
Ohio,Guernsey,Trump
Ohio,Coshocton,Trump
Ohio,Perry,Trump
Ohio,Henry,Trump
Ohio,Van Wert,Trump
Ohio,Jackson,Trump
Ohio,Carroll,Trump
Ohio,Gallia,Trump
Ohio,Hocking,Trump
Ohio,Hardin,Trump
Ohio,Pike,Trump
Ohio,Adams,Trump
Ohio,Holmes,Trump
Ohio,Fayette,Trump
Ohio,Wyandot,Trump
Ohio,Meigs,Trump
Ohio,Paulding,Trump
Ohio,Harrison,Trump
Ohio,Monroe,Trump
Ohio,Morgan,Trump
Ohio,Noble,Trump
Ohio,Vinton,Trump
Oklahoma,Oklahoma,Trump
Oklahoma,Tulsa,Trump
Oklahoma,Cleveland,Trump
Oklahoma,Canadian,Trump
Oklahoma,Rogers,Trump
Oklahoma,Comanche,Trump
Oklahoma,Wagoner,Trump
Oklahoma,Creek,Trump
Oklahoma,Payne,Trump
Oklahoma,Pottawatomie,Trump
Oklahoma,Muskogee,Trump
Oklahoma,Grady,Trump
Oklahoma,Washington,Trump
Oklahoma,Garfield,Trump
Oklahoma,Logan,Trump
Oklahoma,Osage,Trump
Oklahoma,Carter,Trump
Oklahoma,Stephens,Trump
Oklahoma,Pittsburg,Trump
Oklahoma,LeFlore,Trump
Oklahoma,McClain,Trump
Oklahoma,Kay,Trump
Oklahoma,Cherokee,Trump
Oklahoma,Mayes,Trump
Oklahoma,Delaware,Trump
Oklahoma,Pontotoc,Trump
Oklahoma,Sequoyah,Trump
Oklahoma,Lincoln,Trump
Oklahoma,Okmulgee,Trump
Oklahoma,Bryan,Trump
Oklahoma,McCurtain,Trump
Oklahoma,Ottawa,Trump
Oklahoma,Custer,Trump
Oklahoma,Garvin,Trump
Oklahoma,Caddo,Trump
Oklahoma,Seminole,Trump
Oklahoma,McIntosh,Trump
Oklahoma,Jackson,Trump
Oklahoma,Woodward,Trump
Oklahoma,Beckham,Trump
Oklahoma,Adair,Trump
Oklahoma,Pawnee,Trump
Oklahoma,Kingfisher,Trump
Oklahoma,Craig,Trump
Oklahoma,Texas,Trump
Oklahoma,Murray,Trump
Oklahoma,Marshall,Trump
Oklahoma,Choctaw,Trump
Oklahoma,Atoka,Trump
Oklahoma,Noble,Trump
Oklahoma,Haskell,Trump
Oklahoma,Washita,Trump
Oklahoma,Hughes,Trump
Oklahoma,Pushmataha,Trump
Oklahoma,Nowata,Trump
Oklahoma,Latimer,Trump
Oklahoma,Johnston,Trump
Oklahoma,Okfuskee,Trump
Oklahoma,Blaine,Trump
Oklahoma,Love,Trump
Oklahoma,Woods,Trump
Oklahoma,Kiowa,Trump
Oklahoma,Major,Trump
Oklahoma,Tillman,Trump
Oklahoma,Cotton,Trump
Oklahoma,Coal,Trump
Oklahoma,Jefferson,Trump
Oklahoma,Alfalfa,Trump
Oklahoma,Dewey,Trump
Oklahoma,Beaver,Trump
Oklahoma,Grant,Trump
Oklahoma,Greer,Trump
Oklahoma,Ellis,Trump
Oklahoma,Roger Mills,Trump
Oklahoma,Harper,Trump
Oklahoma,Cimarron,Trump
Oklahoma,Harmon,Trump
Oregon,Multnomah,Clinton
Oregon,Washington,Clinton
Oregon,Clackamas,Clinton
Oregon,Lane,Clinton
Oregon,Marion,Trump
Oregon,Jackson,Trump
Oregon,Deschutes,Trump
Oregon,Linn,Trump
Oregon,Douglas,Trump
Oregon,Benton,Clinton
Oregon,Yamhill,Trump
Oregon,Josephine,Trump
Oregon,Polk,Trump
Oregon,Coos,Trump
Oregon,Klamath,Trump
Oregon,Umatilla,Trump
Oregon,Columbia,Trump
Oregon,Lincoln,Clinton
Oregon,Clatsop,Clinton
Oregon,Tillamook,Trump
Oregon,Union,Trump
Oregon,Curry,Trump
Oregon,Crook,Trump
Oregon,Wasco,Trump
Oregon,Hood River,Clinton
Oregon,Malheur,Trump
Oregon,Jefferson,Trump
Oregon,Baker,Trump
Oregon,Wallowa,Trump
Oregon,Grant,Trump
Oregon,Morrow,Trump
Oregon,Harney,Trump
Oregon,Lake,Trump
Oregon,Sherman,Trump
Oregon,Gilliam,Trump
Oregon,Wheeler,Trump
Pennsylvania,Philadelphia,Clinton
Pennsylvania,Allegheny,Clinton
Pennsylvania,Montgomery,Clinton
Pennsylvania,Bucks,Clinton
Pennsylvania,Delaware,Clinton
Pennsylvania,Chester,Clinton
Pennsylvania,Lancaster,Trump
Pennsylvania,York,Trump
Pennsylvania,Westmoreland,Trump
Pennsylvania,Berks,Trump
Pennsylvania,Lehigh,Clinton
Pennsylvania,Northampton,Trump
Pennsylvania,Luzerne,Trump
Pennsylvania,Dauphin,Clinton
Pennsylvania,Erie,Trump
Pennsylvania,Cumberland,Trump
Pennsylvania,Lackawanna,Clinton
Pennsylvania,Washington,Trump
Pennsylvania,Butler,Trump
Pennsylvania,Beaver,Trump
Pennsylvania,Centre,Clinton
Pennsylvania,Franklin,Trump
Pennsylvania,Monroe,Clinton
Pennsylvania,Schuylkill,Trump
Pennsylvania,Cambria,Trump
Pennsylvania,Lebanon,Trump
Pennsylvania,Fayette,Trump
Pennsylvania,Blair,Trump
Pennsylvania,Lycoming,Trump
Pennsylvania,Mercer,Trump
Pennsylvania,Adams,Trump
Pennsylvania,Lawrence,Trump
Pennsylvania,Indiana,Trump
Pennsylvania,Somerset,Trump
Pennsylvania,Crawford,Trump
Pennsylvania,Northumberland,Trump
Pennsylvania,Clearfield,Trump
Pennsylvania,Armstrong,Trump
Pennsylvania,Carbon,Trump
Pennsylvania,Columbia,Trump
Pennsylvania,Pike,Trump
Pennsylvania,Bradford,Trump
Pennsylvania,Bedford,Trump
Pennsylvania,Wayne,Trump
Pennsylvania,Venango,Trump
Pennsylvania,Perry,Trump
Pennsylvania,Huntingdon,Trump
Pennsylvania,Susquehanna,Trump
Pennsylvania,Jefferson,Trump
Pennsylvania,Mifflin,Trump
Pennsylvania,Warren,Trump
Pennsylvania,Clarion,Trump
Pennsylvania,Union,Trump
Pennsylvania,Tioga,Trump
Pennsylvania,Snyder,Trump
Pennsylvania,McKean,Trump
Pennsylvania,Greene,Trump
Pennsylvania,Clinton,Trump
Pennsylvania,Elk,Trump
Pennsylvania,Wyoming,Trump
Pennsylvania,Juniata,Trump
Pennsylvania,Montour,Trump
Pennsylvania,Potter,Trump
Pennsylvania,Fulton,Trump
Pennsylvania,Sullivan,Trump
Pennsylvania,Forest,Trump
Pennsylvania,Cameron,Trump
South Carolina,Greenville,Trump
South Carolina,Charleston,Clinton
South Carolina,Richland,Clinton
South Carolina,Horry,Trump
South Carolina,Lexington,Trump
South Carolina,Spartanburg,Trump
South Carolina,York,Trump
South Carolina,Anderson,Trump
South Carolina,Berkeley,Trump
South Carolina,Aiken,Trump
South Carolina,Beaufort,Trump
South Carolina,Dorchester,Trump
South Carolina,Florence,Trump
South Carolina,Pickens,Trump
South Carolina,Sumter,Clinton
South Carolina,Orangeburg,Clinton
South Carolina,Lancaster,Trump
South Carolina,Oconee,Trump
South Carolina,Georgetown,Trump
South Carolina,Darlington,Trump
South Carolina,Kershaw,Trump
South Carolina,Greenwood,Trump
South Carolina,Laurens,Trump
South Carolina,Cherokee,Trump
South Carolina,Colleton,Trump
South Carolina,Chesterfield,Trump
South Carolina,Newberry,Trump
South Carolina,Clarendon,Clinton
South Carolina,Williamsburg,Clinton
South Carolina,Marion,Clinton
South Carolina,Jasper,Clinton
South Carolina,Chester,Trump
South Carolina,Union,Trump
South Carolina,Dillon,Clinton
South Carolina,Edgefield,Trump
South Carolina,Fairfield,Clinton
South Carolina,Abbeville,Trump
South Carolina,Marlboro,Clinton
South Carolina,Barnwell,Trump
South Carolina,Hampton,Clinton
South Carolina,Saluda,Trump
South Carolina,Lee,Clinton
South Carolina,Calhoun,Trump
South Carolina,Bamberg,Clinton
South Carolina,McCormick,Trump
South Carolina,Allendale,Clinton
South Dakota,Minnehaha,Trump
South Dakota,Pennington,Trump
South Dakota,Lincoln,Trump
South Dakota,Brown,Trump
South Dakota,Brookings,Trump
South Dakota,Lawrence,Trump
South Dakota,Codington,Trump
South Dakota,Meade,Trump
South Dakota,Yankton,Trump
South Dakota,Hughes,Trump
South Dakota,Davison,Trump
South Dakota,Union,Trump
South Dakota,Lake,Trump
South Dakota,Beadle,Trump
South Dakota,Clay,Clinton
South Dakota,Custer,Trump
South Dakota,Butte,Trump
South Dakota,Turner,Trump
South Dakota,Roberts,Trump
South Dakota,Fall River,Trump
South Dakota,Grant,Trump
South Dakota,Charles Mix,Trump
South Dakota,Hutchinson,Trump
South Dakota,Bon Homme,Trump
South Dakota,Spink,Trump
South Dakota,Moody,Trump
South Dakota,Oglala Lakota,Clinton
South Dakota,Hamlin,Trump
South Dakota,Day,Trump
South Dakota,Tripp,Trump
South Dakota,McCook,Trump
South Dakota,Kingsbury,Trump
South Dakota,Walworth,Trump
South Dakota,Brule,Trump
South Dakota,Todd,Clinton
South Dakota,Gregory,Trump
South Dakota,Deuel,Trump
South Dakota,Hanson,Trump
South Dakota,Marshall,Trump
South Dakota,Edmunds,Trump
South Dakota,Hand,Trump
South Dakota,Dewey,Clinton
South Dakota,Clark,Trump
South Dakota,Perkins,Trump
South Dakota,Douglas,Trump
South Dakota,Stanley,Trump
South Dakota,Lyman,Trump
South Dakota,Aurora,Trump
South Dakota,Potter,Trump
South Dakota,Corson,Trump
South Dakota,Bennett,Trump
South Dakota,McPherson,Trump
South Dakota,Sanborn,Trump
South Dakota,Faulk,Trump
South Dakota,Jackson,Trump
South Dakota,Miner,Trump
South Dakota,Haakon,Trump
South Dakota,Jerauld,Trump
South Dakota,Sully,Trump
South Dakota,Campbell,Trump
South Dakota,Harding,Trump
South Dakota,Ziebach,Trump
South Dakota,Hyde,Trump
South Dakota,Mellette,Trump
South Dakota,Jones,Trump
South Dakota,Buffalo,Clinton
Tennessee,Shelby,Clinton
Tennessee,Davidson,Clinton
Tennessee,Knox,Trump
Tennessee,Hamilton,Trump
Tennessee,Rutherford,Trump
Tennessee,Williamson,Trump
Tennessee,Sumner,Trump
Tennessee,Sullivan,Trump
Tennessee,Montgomery,Trump
Tennessee,Wilson,Trump
Tennessee,Blount,Trump
Tennessee,Washington,Trump
Tennessee,Bradley,Trump
Tennessee,Madison,Trump
Tennessee,Sevier,Trump
Tennessee,Maury,Trump
Tennessee,Anderson,Trump
Tennessee,Robertson,Trump
Tennessee,Putnam,Trump
Tennessee,Cumberland,Trump
Tennessee,Greene,Trump
Tennessee,Tipton,Trump
Tennessee,Loudon,Trump
Tennessee,Roane,Trump
Tennessee,Carter,Trump
Tennessee,Hawkins,Trump
Tennessee,Hamblen,Trump
Tennessee,Coffee,Trump
Tennessee,Gibson,Trump
Tennessee,Fayette,Trump
Tennessee,Jefferson,Trump
Tennessee,McMinn,Trump
Tennessee,Dickson,Trump
Tennessee,Monroe,Trump
Tennessee,Franklin,Trump
Tennessee,Cheatham,Trump
Tennessee,Lawrence,Trump
Tennessee,Bedford,Trump
Tennessee,Warren,Trump
Tennessee,Dyer,Trump
Tennessee,Lincoln,Trump
Tennessee,Henry,Trump
Tennessee,Campbell,Trump
Tennessee,Obion,Trump
Tennessee,Weakley,Trump
Tennessee,Cocke,Trump
Tennessee,Marshall,Trump
Tennessee,Giles,Trump
Tennessee,Rhea,Trump
Tennessee,Marion,Trump
Tennessee,Claiborne,Trump
Tennessee,Carroll,Trump
Tennessee,Henderson,Trump
Tennessee,McNairy,Trump
Tennessee,Hardin,Trump
Tennessee,White,Trump
Tennessee,Hardeman,Trump
Tennessee,Lauderdale,Trump
Tennessee,Overton,Trump
Tennessee,Grainger,Trump
Tennessee,Hickman,Trump
Tennessee,Macon,Trump
Tennessee,Smith,Trump
Tennessee,Fentress,Trump
Tennessee,Unicoi,Trump
Tennessee,Humphreys,Trump
Tennessee,Scott,Trump
Tennessee,DeKalb,Trump
Tennessee,Haywood,Clinton
Tennessee,Morgan,Trump
Tennessee,Johnson,Trump
Tennessee,Polk,Trump
Tennessee,Benton,Trump
Tennessee,Union,Trump
Tennessee,Wayne,Trump
Tennessee,Sequatchie,Trump
Tennessee,Crockett,Trump
Tennessee,Cannon,Trump
Tennessee,Stewart,Trump
Tennessee,Chester,Trump
Tennessee,Grundy,Trump
Tennessee,Bledsoe,Trump
Tennessee,Lewis,Trump
Tennessee,Decatur,Trump
Tennessee,Jackson,Trump
Tennessee,Meigs,Trump
Tennessee,Houston,Trump
Tennessee,Trousdale,Trump
Tennessee,Moore,Trump
Tennessee,Clay,Trump
Tennessee,Perry,Trump
Tennessee,Pickett,Trump
Tennessee,Van Buren,Trump
Tennessee,Hancock,Trump
Tennessee,Lake,Trump
Texas,Harris,Clinton
Texas,Dallas,Clinton
Texas,Tarrant,Trump
Texas,Bexar,Clinton
Texas,Travis,Clinton
Texas,Collin,Trump
Texas,Denton,Trump
Texas,Fort Bend,Clinton
Texas,El Paso,Clinton
Texas,Montgomery,Trump
Texas,Williamson,Trump
Texas,Hidalgo,Clinton
Texas,Galveston,Trump
Texas,Brazoria,Trump
Texas,Nueces,Trump
Texas,Lubbock,Trump
Texas,Bell,Trump
Texas,Cameron,Clinton
Texas,Jefferson,Trump
Texas,Smith,Trump
Texas,McLennan,Trump
Texas,Hays,Trump
Texas,Brazos,Trump
Texas,Ellis,Trump
Texas,Comal,Trump
Texas,Johnson,Trump
Texas,Guadalupe,Trump
Texas,Webb,Clinton
Texas,Parker,Trump
Texas,Randall,Trump
Texas,Midland,Trump
Texas,Grayson,Trump
Texas,Taylor,Trump
Texas,Gregg,Trump
Texas,Kaufman,Trump
Texas,Rockwall,Trump
Texas,Tom Green,Trump
Texas,Wichita,Trump
Texas,Ector,Trump
Texas,Bowie,Trump
Texas,Polk,Trump
Texas,Orange,Trump
Texas,Hunt,Trump
Texas,Victoria,Trump
Texas,Angelina,Trump
Texas,Henderson,Trump
Texas,Potter,Trump
Texas,Bastrop,Trump
Texas,Harrison,Trump
Texas,Hood,Trump
Texas,Wise,Trump
Texas,Liberty,Trump
Texas,Kerr,Trump
Texas,Hardin,Trump
Texas,Nacogdoches,Trump
Texas,Van Zandt,Trump
Texas,San Patricio,Trump
Texas,Kendall,Trump
Texas,Walker,Trump
Texas,Wilson,Trump
Texas,Burnet,Trump
Texas,Rusk,Trump
Texas,Wood,Trump
Texas,Lamar,Trump
Texas,Coryell,Trump
Texas,Medina,Trump
Texas,Anderson,Trump
Texas,Waller,Trump
Texas,Cherokee,Trump
Texas,Chambers,Trump
Texas,Navarro,Trump
Texas,Upshur,Trump
Texas,Cooke,Trump
Texas,Washington,Trump
Texas,Wharton,Trump
Texas,Brown,Trump
Texas,Erath,Trump
Texas,Atascosa,Trump
Texas,Maverick,Clinton
Texas,Hopkins,Trump
Texas,Val Verde,Clinton
Texas,Jasper,Trump
Texas,Gillespie,Trump
Texas,Hill,Trump
Texas,Jim Wells,Clinton
Texas,Austin,Trump
Texas,Fannin,Trump
Texas,Matagorda,Trump
Texas,Caldwell,Trump
Texas,Starr,Clinton
Texas,Cass,Trump
Texas,Fayette,Trump
Texas,Aransas,Trump
Texas,Panola,Trump
Texas,Llano,Trump
Texas,San Jacinto,Trump
Texas,Bandera,Trump
Texas,Palo Pinto,Trump
Texas,Grimes,Trump
Texas,Kleberg,Clinton
Texas,Titus,Trump
Texas,Shelby,Trump
Texas,Uvalde,Trump
Texas,Hale,Trump
Texas,Howard,Trump
Texas,La Vaca,Trump
Texas,Milam,Trump
Texas,Montague,Trump
Texas,Colorado,Trump
Texas,Bee,Trump
Texas,Houston,Trump
Texas,Lampasas,Trump
Texas,Hutchinson,Trump
Texas,Tyler,Trump
Texas,Bosque,Trump
Texas,Young,Trump
Texas,Limestone,Trump
Texas,Freestone,Trump
Texas,Leon,Trump
Texas,Gray,Trump
Texas,Hockley,Trump
Texas,Robertson,Trump
Texas,Calhoun,Trump
Texas,Burleson,Trump
Texas,Eastland,Trump
Texas,De Witt,Trump
Texas,Lee,Trump
Texas,Gonzales,Trump
Texas,Trinity,Trump
Texas,Jones,Trump
Texas,Blanco,Trump
Texas,Callahan,Trump
Texas,Jackson,Trump
Texas,Moore,Trump
Texas,Scurry,Trump
Texas,Falls,Trump
Texas,Comanche,Trump
Texas,Red River,Trump
Texas,Willacy,Clinton
Texas,Clay,Trump
Texas,Morris,Trump
Texas,Andrews,Trump
Texas,Nolan,Trump
Texas,Sabine,Trump
Texas,Rains,Trump
Texas,Gaines,Trump
Texas,Camp,Trump
Texas,Franklin,Trump
Texas,Madison,Trump
Texas,Archer,Trump
Texas,Live Oak,Trump
Texas,Brewster,Trump
Texas,Marion,Trump
Texas,Deaf Smith,Trump
Texas,Karnes,Trump
Texas,Pecos,Trump
Texas,Duval,Clinton
Texas,Wilbarger,Trump
Texas,Newton,Trump
Texas,Lamb,Trump
Texas,Somervell,Trump
Texas,Runnels,Trump
Texas,Goliad,Trump
Texas,Coleman,Trump
Texas,Hamilton,Trump
Texas,San Augustine,Trump
Texas,Dawson,Trump
Texas,Stephens,Trump
Texas,Ward,Trump
Texas,Zavala,Clinton
Texas,Jack,Trump
Texas,Dimmit,Clinton
Texas,Reeves,Clinton
Texas,Zapata,Clinton
Texas,McCulloch,Trump
Texas,Ochiltree,Trump
Texas,Carson,Trump
Texas,Refugio,Trump
Texas,Parmer,Trump
Texas,Frio,Clinton
Texas,Brooks,Clinton
Texas,San Saba,Trump
Texas,Wheeler,Trump
Texas,Yoakum,Trump
Texas,Delta,Trump
Texas,Mills,Trump
Texas,Presidio,Clinton
Texas,Mitchell,Trump
Texas,Swisher,Trump
Texas,Jim Hogg,Clinton
Texas,Childress,Trump
Texas,Mason,Trump
Texas,La Salle,Clinton
Texas,Lynn,Trump
Texas,Castro,Trump
Texas,Floyd,Trump
Texas,Hansford,Trump
Texas,Hartley,Trump
Texas,Kimble,Trump
Texas,Winkler,Trump
Texas,Bailey,Trump
Texas,Haskell,Trump
Texas,Terry,Trump
Texas,Martin,Trump
Texas,Fisher,Trump
Texas,Crosby,Trump
Texas,Hemphill,Trump
Texas,Real,Trump
Texas,Dallam,Trump
Texas,Hardeman,Trump
Texas,Shackelford,Trump
Texas,Baylor,Trump
Texas,Garza,Trump
Texas,Donley,Trump
Texas,Kinney,Trump
Texas,Coke,Trump
Texas,Sutton,Trump
Texas,Crockett,Trump
Texas,Crane,Trump
Texas,Knox,Trump
Texas,Lipscomb,Trump
Texas,Upton,Trump
Texas,Jeff Davis,Trump
Texas,Collingsworth,Trump
Texas,Hall,Trump
Texas,Concho,Trump
Texas,Edwards,Trump
Texas,Schleicher,Trump
Texas,Armstrong,Trump
Texas,Oldham,Trump
Texas,Sherman,Trump
Texas,Dickens,Trump
Texas,Cochran,Trump
Texas,Reagan,Trump
Texas,Hudspeth,Trump
Texas,Menard,Trump
Texas,Throckmorton,Trump
Texas,Culberson,Clinton
Texas,Irion,Trump
Texas,Briscoe,Trump
Texas,Stonewall,Trump
Texas,Sterling,Trump
Texas,Motley,Trump
Texas,Glasscock,Trump
Texas,Cottle,Trump
Texas,Roberts,Trump
Texas,Foard,Trump
Texas,McMullen,Trump
Texas,Terrell,Trump
Texas,Kent,Trump
Texas,Borden,Trump
Texas,Kenedy,Clinton
Texas,King,Trump
Texas,Loving,Trump
Utah,Salt Lake,Clinton
Utah,Utah,Trump
Utah,Davis,Trump
Utah,Weber,Trump
Utah,Washington,Trump
Utah,Cache,Trump
Utah,Tooele,Trump
Utah,Box Elder,Trump
Utah,Iron,Trump
Utah,Summit,Clinton
Utah,Uintah,Trump
Utah,Wasatch,Trump
Utah,Sanpete,Trump
Utah,Sevier,Trump
Utah,Carbon,Trump
Utah,Duchesne,Trump
Utah,San Juan,Trump
Utah,Millard,Trump
Utah,Morgan,Trump
Utah,Emery,Trump
Utah,Grand,Trump
Utah,Juab,Trump
Utah,Kane,Trump
Utah,Beaver,Trump
Utah,Garfield,Trump
Utah,Wayne,Trump
Utah,Rich,Trump
Utah,Piute,Trump
Utah,Daggett,Trump
Virginia,Fairfax,Clinton
Virginia,Loudoun,Clinton
Virginia,Chesterfield,Trump
Virginia,Virginia Beach,Trump
Virginia,Henrico,Clinton
Virginia,Prince William,Clinton
Virginia,Arlington,Clinton
Virginia,Chesapeake,Trump
Virginia,Richmond City,Clinton
Virginia,Norfolk,Clinton
Virginia,Alexandria,Clinton
Virginia,Newport News,Clinton
Virginia,Stafford,Trump
Virginia,Hanover,Trump
Virginia,Spotsylvania,Trump
Virginia,Hampton,Clinton
Virginia,Albemarle,Clinton
Virginia,Roanoke,Trump
Virginia,Bedford,Trump
Virginia,Portsmouth,Clinton
Virginia,James City,Trump
Virginia,Montgomery,Clinton
Virginia,Suffolk,Clinton
Virginia,Roanoke City,Clinton
Virginia,Frederick,Trump
Virginia,Fauquier,Trump
Virginia,Augusta,Trump
Virginia,Rockingham,Trump
Virginia,Lynchburg,Trump
Virginia,York,Trump
Virginia,Pittsylvania,Trump
Virginia,Campbell,Trump
Virginia,Franklin,Trump
Virginia,Washington,Trump
Virginia,Henry,Trump
Virginia,Charlottesville,Clinton
Virginia,Culpeper,Trump
Virginia,Isle of Wight,Trump
Virginia,Shenandoah,Trump
Virginia,Gloucester,Trump
Virginia,Danville,Clinton
Virginia,Botetourt,Trump
Virginia,Tazewell,Trump
Virginia,Warren,Trump
Virginia,Harrisonburg,Clinton
Virginia,Louisa,Trump
Virginia,Orange,Trump
Virginia,Halifax,Trump
Virginia,Powhatan,Trump
Virginia,Prince George,Trump
Virginia,Accomack,Trump
Virginia,Manassas,Clinton
Virginia,Mecklenburg,Trump
Virginia,Amherst,Trump
Virginia,Pulaski,Trump
Virginia,Wise,Trump
Virginia,Caroline,Trump
Virginia,Goochland,Trump
Virginia,Petersburg,Clinton
Virginia,Carroll,Trump
Virginia,Dinwiddie,Trump
Virginia,Fluvanna,Trump
Virginia,Wythe,Trump
Virginia,Smyth,Trump
Virginia,Russell,Trump
Virginia,New Kent,Trump
Virginia,Salem,Trump
Virginia,King George,Trump
Virginia,Fairfax City,Clinton
Virginia,Staunton,Clinton
Virginia,Fredericksburg,Clinton
Virginia,Rockbridge,Trump
Virginia,Page,Trump
Virginia,Winchester,Clinton
Virginia,Scott,Trump
Virginia,Greene,Trump
Virginia,Lee,Trump
Virginia,Buchanan,Trump
Virginia,Waynesboro,Trump
Virginia,Prince Edward,Clinton
Virginia,King William,Trump
Virginia,Hopewell,Clinton
Virginia,Southampton,Trump
Virginia,Patrick,Trump
Virginia,Colonial Heights,Trump
Virginia,Westmoreland,Trump
Virginia,Nelson,Trump
Virginia,Giles,Trump
Virginia,Northumberland,Trump
Virginia,Clarke,Trump
Virginia,Floyd,Trump
Virginia,Appomattox,Trump
Virginia,Falls Church,Clinton
Virginia,Brunswick,Clinton
Virginia,Williamsburg,Clinton
Virginia,Alleghany,Trump
Virginia,Buckingham,Trump
Virginia,Grayson,Trump
Virginia,Poquoson,Trump
Virginia,Amelia,Trump
Virginia,Bristol,Trump
Virginia,Madison,Trump
Virginia,Nottoway,Trump
Virginia,Lancaster,Trump
Virginia,Dickenson,Trump
Virginia,Northampton,Clinton
Virginia,Radford,Clinton
Virginia,Middlesex,Trump
Virginia,Martinsville,Clinton
Virginia,Charlotte,Trump
Virginia,Lunenburg,Trump
Virginia,Essex,Trump
Virginia,Mathews,Trump
Virginia,Manassas Park,Clinton
Virginia,Sussex,Clinton
Virginia,Cumberland,Trump
Virginia,Rappahannock,Trump
Virginia,Greensville,Clinton
Virginia,Franklin City,Clinton
Virginia,Surry,Clinton
Virginia,Charles City,Clinton
Virginia,Richmond,Trump
Virginia,King and Queen,Trump
Virginia,Bland,Trump
Virginia,Craig,Trump
Virginia,Lexington,Clinton
Virginia,Buena Vista,Trump
Virginia,Covington,Trump
Virginia,Emporia,Clinton
Virginia,Galax,Trump
Virginia,Bath,Trump
Virginia,Norton,Trump
Virginia,Highland,Trump
Washington,King,Clinton
Washington,Pierce,Clinton
Washington,Snohomish,Clinton
Washington,Spokane,Trump
Washington,Clark,Clinton
Washington,Thurston,Clinton
Washington,Kitsap,Clinton
Washington,Whatcom,Clinton
Washington,Yakima,Trump
Washington,Benton,Trump
Washington,Skagit,Clinton
Washington,Cowlitz,Trump
Washington,Island,Clinton
Washington,Clallam,Clinton
Washington,Lewis,Trump
Washington,Chelan,Trump
Washington,Grays Harbor,Trump
Washington,Mason,Trump
Washington,Grant,Trump
Washington,Franklin,Trump
Washington,Walla Walla,Trump
Washington,Whitman,Clinton
Washington,Stevens,Trump
Washington,Jefferson,Clinton
Washington,Kittitas,Trump
Washington,Okanogan,Trump
Washington,Douglas,Trump
Washington,Asotin,Trump
Washington,San Juan,Clinton
Washington,Pacific,Trump
Washington,Klickitat,Trump
Washington,Pend Oreille,Trump
Washington,Lincoln,Trump
Washington,Adams,Trump
Washington,Skamania,Trump
Washington,Ferry,Trump
Washington,Garfield,Trump
Washington,Wahkiakum,Trump
Washington,Columbia,Trump
West Virginia,Kanawha,Trump
West Virginia,Berkeley,Trump
West Virginia,Monongalia,Trump
West Virginia,Wood,Trump
West Virginia,Cabell,Trump
West Virginia,Raleigh,Trump
West Virginia,Harrison,Trump
West Virginia,Putnam,Trump
West Virginia,Jefferson,Trump
West Virginia,Mercer,Trump
West Virginia,Marion,Trump
West Virginia,Ohio,Trump
West Virginia,Fayette,Trump
West Virginia,Wayne,Trump
West Virginia,Greenbrier,Trump
West Virginia,Marshall,Trump
West Virginia,Hancock,Trump
West Virginia,Preston,Trump
West Virginia,Logan,Trump
West Virginia,Jackson,Trump
West Virginia,Mineral,Trump
West Virginia,Randolph,Trump
West Virginia,Mason,Trump
West Virginia,Brooke,Trump
West Virginia,Mingo,Trump
West Virginia,Nicholas,Trump
West Virginia,Upshur,Trump
