State,county,winner
Kentucky,Bourbon,Trump
Kentucky,Breckinridge,Trump
Kentucky,Adair,Trump
Kentucky,Russell,Trump
Kentucky,Marion,Trump
Kentucky,Allen,Trump
Kentucky,Wayne,Trump
Kentucky,Harrison,Trump
Kentucky,Garrard,Trump
Kentucky,Simpson,Trump
Kentucky,Hart,Trump
Kentucky,Mason,Trump
Kentucky,Henry,Trump
Kentucky,Clay,Trump
Kentucky,Trigg,Trump
Kentucky,Rockcastle,Trump
Kentucky,Casey,Trump
Kentucky,LaRue,Trump
Kentucky,Fleming,Trump
Kentucky,Union,Trump
Kentucky,Lawrence,Trump
Kentucky,Pendleton,Trump
Kentucky,Caldwell,Trump
Kentucky,Webster,Trump
Kentucky,McCreary,Trump
Kentucky,Knott,Trump
Kentucky,Breathitt,Trump
Kentucky,Washington,Trump
Kentucky,Butler,Trump
Kentucky,Estill,Trump
Kentucky,Jackson,Trump
Kentucky,Green,Trump
Kentucky,Lewis,Trump
Kentucky,Edmonson,Trump
Kentucky,Magoffin,Trump
Kentucky,Owen,Trump
Kentucky,Monroe,Trump
Kentucky,Powell,Trump
Kentucky,Todd,Trump
Kentucky,Morgan,Trump
Kentucky,Livingston,Trump
Kentucky,Metcalfe,Trump
Kentucky,Bath,Trump
Kentucky,McLean,Trump
Kentucky,Leslie,Trump
Kentucky,Clinton,Trump
Kentucky,Hancock,Trump
Kentucky,Ballard,Trump
Kentucky,Crittenden,Trump
Kentucky,Lyon,Trump
Kentucky,Martin,Trump
Kentucky,Carroll,Trump
Kentucky,Trimble,Trump
Kentucky,Bracken,Trump
Kentucky,Gallatin,Trump
Kentucky,Cumberland,Trump
Kentucky,Elliott,Trump
Kentucky,Nicholas,Trump
Kentucky,Menifee,Trump
Kentucky,Lee,Trump
Kentucky,Wolfe,Trump
Kentucky,Carlisle,Trump
Kentucky,Fulton,Trump
Kentucky,Hickman,Trump
Kentucky,Owsley,Trump
Kentucky,Robertson,Trump
Louisiana,East Baton Rouge,Clinton
Louisiana,Jefferson,Trump
Louisiana,Orleans,Clinton
Louisiana,St. Tammany,Trump
Louisiana,Caddo,Clinton
Louisiana,Lafayette,Trump
Louisiana,Calcasieu,Trump
Louisiana,Ouachita,Trump
Louisiana,Livingston,Trump
Louisiana,Rapides,Trump
Louisiana,Ascension,Trump
Louisiana,Tangipahoa,Trump
Louisiana,Bossier,Trump
Louisiana,Terrebonne,Trump
Louisiana,Lafourche,Trump
Louisiana,St. Landry,Trump
Louisiana,Iberia,Trump
Louisiana,Acadia,Trump
Louisiana,St. Charles,Trump
Louisiana,St. Martin,Trump
Louisiana,Vermilion,Trump
Louisiana,St. Mary,Trump
Louisiana,St. John the Baptist,Clinton
Louisiana,Lincoln,Trump
Louisiana,Washington,Trump
Louisiana,Webster,Trump
Louisiana,Vernon,Trump
Louisiana,Natchitoches,Trump
Louisiana,Avoyelles,Trump
Louisiana,Iberville,Clinton
Louisiana,St. Bernard,Trump
Louisiana,Beauregard,Trump
Louisiana,Evangeline,Trump
Louisiana,Jeff Davis,Trump
Louisiana,DeSoto,Trump
Louisiana,West Baton Rouge,Trump
Louisiana,St. James,Clinton
Louisiana,Morehouse,Trump
Louisiana,Pointe Coupee,Trump
Louisiana,Assumption,Trump
Louisiana,Union,Trump
Louisiana,Plaquemines,Trump
Louisiana,East Feliciana,Trump
Louisiana,Sabine,Trump
Louisiana,Richland,Trump
Louisiana,Allen,Trump
Louisiana,Franklin,Trump
Louisiana,Concordia,Trump
Louisiana,Grant,Trump
Louisiana,Jackson,Trump
Louisiana,Bienville,Trump
Louisiana,LaSalle,Trump
Louisiana,Claiborne,Trump
Louisiana,Winn,Trump
Louisiana,St. Helena,Clinton
Louisiana,West Feliciana,Trump
Louisiana,Catahoula,Trump
Louisiana,West Carroll,Trump
Louisiana,Madison,Clinton
Louisiana,Caldwell,Trump
Louisiana,Red River,Trump
Louisiana,Cameron,Trump
Louisiana,East Carroll,Clinton
Louisiana,Tensas,Clinton
Maryland,Montgomery,Clinton
Maryland,Prince George's,Clinton
Maryland,Baltimore,Clinton
Maryland,Anne Arundel,Clinton
Maryland,Baltimore City,Clinton
Maryland,Howard,Clinton
Maryland,Harford,Trump
Maryland,Frederick,Trump
Maryland,Carroll,Trump
Maryland,Charles,Clinton
Maryland,Washington,Trump
Maryland,St. Mary's,Trump
Maryland,Calvert,Trump
Maryland,Cecil,Trump
Maryland,Wicomico,Trump
Maryland,Allegany,Trump
Maryland,Worcester,Trump
Maryland,Queen Anne's,Trump
Maryland,Talbot,Trump
Maryland,Dorchester,Trump
Maryland,Caroline,Trump
Maryland,Garrett,Trump
Maryland,Kent,Trump
Maryland,Somerset,Trump
Michigan,Wayne,Clinton
Michigan,Oakland,Clinton
Michigan,Macomb,Trump
Michigan,Kent,Trump
Michigan,Genesee,Clinton
Michigan,Washtenaw,Clinton
Michigan,Ottawa,Trump
Michigan,Ingham,Clinton
Michigan,Kalamazoo,Clinton
Michigan,Livingston,Trump
Michigan,Saginaw,Trump
Michigan,St. Clair,Trump
Michigan,Muskegon,Clinton
Michigan,Monroe,Trump
Michigan,Berrien,Trump
Michigan,Jackson,Trump
Michigan,Calhoun,Trump
Michigan,Eaton,Trump
Michigan,Allegan,Trump
Michigan,Bay,Trump
Michigan,Grand Traverse,Trump
Michigan,Lenawee,Trump
Michigan,Lapeer,Trump
Michigan,Midland,Trump
Michigan,Clinton,Trump
Michigan,Shiawassee,Trump
Michigan,Van Buren,Trump
Michigan,Marquette,Clinton
Michigan,Barry,Trump
Michigan,Montcalm,Trump
Michigan,Ionia,Trump
Michigan,Tuscola,Trump
Michigan,Isabella,Trump
Michigan,St. Joseph,Trump
Michigan,Cass,Trump
Michigan,Newaygo,Trump
Michigan,Hillsdale,Trump
Michigan,Sanilac,Trump
Michigan,Emmet,Trump
Michigan,Delta,Trump
Michigan,Mecosta,Trump
Michigan,Branch,Trump
Michigan,Gratiot,Trump
Michigan,Huron,Trump
Michigan,Houghton,Trump
Michigan,Chippewa,Trump
Michigan,Wexford,Trump
Michigan,Leelanau,Trump
Michigan,Alpena,Trump
Michigan,Mason,Trump
Michigan,Charlevoix,Trump
Michigan,Cheboygan,Trump
Michigan,Antrim,Trump
Michigan,Clare,Trump
Michigan,Iosco,Trump
Michigan,Dickinson,Trump
Michigan,Roscommon,Trump
Michigan,Manistee,Trump
Michigan,Otsego,Trump
Michigan,Gladwin,Trump
Michigan,Oceana,Trump
Michigan,Menominee,Trump
Michigan,Osceola,Trump
Michigan,Ogemaw,Trump
Michigan,Benzie,Trump
Michigan,Kalkaska,Trump
Michigan,Arenac,Trump
Michigan,Gogebic,Trump
Michigan,Missaukee,Trump
Michigan,Presque Isle,Trump
Michigan,Crawford,Trump
Michigan,Alcona,Trump
Michigan,Mackinac,Trump
Michigan,Iron,Trump
Michigan,Lake,Trump
Michigan,Montmorency,Trump
Michigan,Alger,Trump
Michigan,Schoolcraft,Trump
Michigan,Oscoda,Trump
Michigan,Baraga,Trump
Michigan,Ontonagon,Trump
Michigan,Luce,Trump
Michigan,Keweenaw,Trump
Minnesota,Hennepin,Clinton
Minnesota,Ramsey,Clinton
Minnesota,Dakota,Clinton
Minnesota,Anoka,Trump
Minnesota,Washington,Clinton
Minnesota,St. Louis,Clinton
Minnesota,Olmsted,Clinton
Minnesota,Stearns,Trump
Minnesota,Scott,Trump
Minnesota,Wright,Trump
Minnesota,Carver,Trump
Minnesota,Sherburne,Trump
Minnesota,Crow Wing,Trump
Minnesota,Blue Earth,Trump
Minnesota,Otter Tail,Trump
Minnesota,Rice,Trump
Minnesota,Chisago,Trump
Minnesota,Clay,Trump
Minnesota,Winona,Trump
Minnesota,Goodhue,Trump
Minnesota,Itasca,Trump
Minnesota,Kandiyohi,Trump
Minnesota,Douglas,Trump
Minnesota,Beltrami,Trump
Minnesota,Isanti,Trump
Minnesota,Benton,Trump
Minnesota,Steele,Trump
Minnesota,McLeod,Trump
Minnesota,Carlton,Clinton
Minnesota,Nicollet,Trump
Minnesota,Mower,Trump
Minnesota,Morrison,Trump
Minnesota,Becker,Trump
Minnesota,Freeborn,Trump
Minnesota,Cass,Trump
Minnesota,Le Sueur,Trump
Minnesota,Polk,Trump
Minnesota,Pine,Trump
Minnesota,Brown,Trump
Minnesota,Mille Lacs,Trump
Minnesota,Meeker,Trump
Minnesota,Lyon,Trump
Minnesota,Todd,Trump
Minnesota,Wabasha,Trump
Minnesota,Hubbard,Trump
Minnesota,Fillmore,Trump
Minnesota,Dodge,Trump
Minnesota,Houston,Trump
Minnesota,Martin,Trump
Minnesota,Waseca,Trump
Minnesota,Aitkin,Trump
Minnesota,Nobles,Trump
Minnesota,Kanabec,Trump
Minnesota,Roseau,Trump
Minnesota,Sibley,Trump
Minnesota,Redwood,Trump
Minnesota,Renville,Trump
Minnesota,Faribault,Trump
Minnesota,Wadena,Trump
Minnesota,Pennington,Trump
Minnesota,Lake,Clinton
Minnesota,Koochiching,Trump
Minnesota,Pope,Trump
Minnesota,Chippewa,Trump
Minnesota,Cottonwood,Trump
Minnesota,Jackson,Trump
Minnesota,Stevens,Trump
Minnesota,Yellow Medicine,Trump
Minnesota,Watonwan,Trump
Minnesota,Swift,Trump
Minnesota,Rock,Trump
Minnesota,Marshall,Trump
Minnesota,Pipestone,Trump
Minnesota,Murray,Trump
Minnesota,Clearwater,Trump
Minnesota,Lac Qui Parle,Trump
Minnesota,Grant,Trump
Minnesota,Cook,Clinton
Minnesota,Wilkin,Trump
Minnesota,Norman,Trump
Minnesota,Lincoln,Trump
Minnesota,Big Stone,Trump
Minnesota,Kittson,Trump
Minnesota,Lake of the Woods,Trump
Minnesota,Mahnomen,Trump
Minnesota,Red Lake,Trump
Minnesota,Traverse,Trump
Mississippi,Hinds,Clinton
Mississippi,DeSoto,Trump
Mississippi,Harrison,Trump
Mississippi,Rankin,Trump
Mississippi,Jackson,Trump
Mississippi,Madison,Trump
Mississippi,Lee,Trump
Mississippi,Lauderdale,Trump
Mississippi,Jones,Trump
Mississippi,Forrest,Trump
Mississippi,Lowndes,Trump
Mississippi,Lamar,Trump
Mississippi,Lafayette,Trump
Mississippi,Pearl River,Trump
Mississippi,Warren,Trump
Mississippi,Hancock,Trump
Mississippi,Oktibbeha,Clinton
Mississippi,Monroe,Trump
Mississippi,Pike,Trump
Mississippi,Lincoln,Trump
Mississippi,Panola,Trump
Mississippi,Alcorn,Trump
Mississippi,Marshall,Clinton
Mississippi,Washington,Clinton
Mississippi,Bolivar,Clinton
Mississippi,Adams,Clinton
Mississippi,Copiah,Clinton
Mississippi,Pontotoc,Trump
Mississippi,Marion,Trump
Mississippi,Simpson,Trump
Mississippi,Tate,Trump
Mississippi,Union,Trump
Mississippi,Grenada,Trump
Mississippi,Neshoba,Trump
Mississippi,Clay,Clinton
Mississippi,Yazoo,Clinton
Mississippi,Prentiss,Trump
Mississippi,Scott,Trump
Mississippi,George,Trump
Mississippi,Itawamba,Trump
Mississippi,Leflore,Clinton
Mississippi,Wayne,Trump
Mississippi,Sunflower,Clinton
Mississippi,Tippah,Trump
Mississippi,Coahoma,Clinton
Mississippi,Covington,Trump
Mississippi,Winston,Trump
Mississippi,Newton,Trump
Mississippi,Jasper,Clinton
Mississippi,Leake,Trump
Mississippi,Tishomingo,Trump
Mississippi,Chickasaw,Trump
Mississippi,Clarke,Trump
Mississippi,Smith,Trump
Mississippi,Attala,Trump
Mississippi,Holmes,Clinton
Mississippi,Amite,Trump
Mississippi,Stone,Trump
Mississippi,Calhoun,Trump
Mississippi,Lawrence,Trump
Mississippi,Jeff Davis,Clinton
Mississippi,Yalobusha,Trump
Mississippi,Walthall,Trump
Mississippi,Tallahatchie,Clinton
Mississippi,Noxubee,Clinton
Mississippi,Carroll,Trump
Mississippi,Perry,Trump
Mississippi,Greene,Trump
Mississippi,Webster,Trump
Mississippi,Kemper,Clinton
Mississippi,Franklin,Trump
Mississippi,Wilkinson,Clinton
Mississippi,Montgomery,Trump
Mississippi,Choctaw,Trump
Mississippi,Benton,Trump
Mississippi,Jefferson,Clinton
Mississippi,Humphreys,Clinton
Mississippi,Tunica,Clinton
Mississippi,Quitman,Clinton
Mississippi,Claiborne,Clinton
Mississippi,Sharkey,Clinton
Mississippi,Issaquena,Clinton
Missouri,St. Louis County,Clinton
Missouri,Jackson,Clinton
Missouri,St. Charles,Trump
Missouri,Greene,Trump
Missouri,St. Louis City,Clinton
Missouri,Clay,Trump
Missouri,Jefferson,Trump
Missouri,Boone,Clinton
Missouri,Cass,Trump
Missouri,Franklin,Trump
Missouri,Jasper,Trump
Missouri,Platte,Trump
Missouri,Christian,Trump
Missouri,Cole,Trump
Missouri,Cape Girardeau,Trump
Missouri,Buchanan,Trump
Missouri,Newton,Trump
Missouri,Lincoln,Trump
Missouri,St. Francois,Trump
Missouri,Taney,Trump
Missouri,Camden,Trump
Missouri,Johnson,Trump
Missouri,Callaway,Trump
Missouri,Phelps,Trump
Missouri,Pettis,Trump
Missouri,Howell,Trump
Missouri,Scott,Trump
Missouri,Butler,Trump
Missouri,Pulaski,Trump
Missouri,Webster,Trump
Missouri,Lawrence,Trump
Missouri,Stone,Trump
Missouri,LaClede,Trump
Missouri,Lafayette,Trump
Missouri,Warren,Trump
Missouri,Barry,Trump
Missouri,Polk,Trump
Missouri,Stoddard,Trump
Missouri,Marion,Trump
Missouri,Miller,Trump
Missouri,Texas,Trump
Missouri,Ray,Trump
Missouri,Dunklin,Trump
Missouri,Randolph,Trump
Missouri,Clinton,Trump
Missouri,Adair,Trump
Missouri,Audrain,Trump
Missouri,Crawford,Trump
Missouri,Henry,Trump
Missouri,Benton,Trump
Missouri,Nodaway,Trump
Missouri,Washington,Trump
Missouri,Saline,Trump
Missouri,Andrew,Trump
Missouri,Morgan,Trump
Missouri,Perry,Trump
Missouri,Vernon,Trump
Missouri,Ste. Genevieve,Trump
Missouri,McDonald,Trump
Missouri,Wright,Trump
Missouri,Bates,Trump
Missouri,Cooper,Trump
Missouri,Macon,Trump
Missouri,Gasconade,Trump
Missouri,Dallas,Trump
Missouri,Pike,Trump
Missouri,New Madrid,Trump
Missouri,Osage,Trump
Missouri,Moniteau,Trump
Missouri,Dent,Trump
Missouri,Douglas,Trump
Missouri,Livingston,Trump
Missouri,Cedar,Trump
Missouri,Pemiscot,Trump
Missouri,Barton,Trump
Missouri,Wayne,Trump
Missouri,Bollinger,Trump
Missouri,Linn,Trump
Missouri,Ripley,Trump
Missouri,Montgomery,Trump
Missouri,Madison,Trump
Missouri,Ralls,Trump
Missouri,Mississippi,Trump
Missouri,Howard,Trump
Missouri,Hickory,Trump
Missouri,Oregon,Trump
Missouri,St. Clair,Trump
Missouri,DeKalb,Trump
Missouri,Ozark,Trump
Missouri,Maries,Trump
Missouri,Lewis,Trump
Missouri,Grundy,Trump
Missouri,Carroll,Trump
Missouri,Caldwell,Trump
Missouri,Iron,Trump
Missouri,Monroe,Trump
Missouri,Chariton,Trump
Missouri,Dade,Trump
Missouri,Shannon,Trump
Missouri,Daviess,Trump
Missouri,Harrison,Trump
Missouri,Clark,Trump
Missouri,Shelby,Trump
Missouri,Gentry,Trump
Missouri,Reynolds,Trump
Missouri,Carter,Trump
Missouri,Atchison,Trump
Missouri,Sullivan,Trump
Missouri,Holt,Trump
Missouri,Putnam,Trump
Missouri,Scotland,Trump
Missouri,Schuyler,Trump
Missouri,Knox,Trump
Missouri,Mercer,Trump
Missouri,Worth,Trump
Montana,Yellowstone,Trump
Montana,Missoula,Clinton
Montana,Gallatin,Clinton
Montana,Flathead,Trump
Montana,Cascade,Trump
Montana,Lewis and Clark,Trump
Montana,Ravalli,Trump
Montana,Silver Bow,Clinton
Montana,Lake,Trump
Montana,Lincoln,Trump
Montana,Park,Trump
Montana,Jefferson,Trump
Montana,Hill,Trump
Montana,Carbon,Trump
Montana,Sanders,Trump
Montana,Fergus,Trump
Montana,Custer,Trump
Montana,Glacier,Clinton
Montana,Stillwater,Trump
Montana,Richland,Trump
Montana,Madison,Trump
Montana,Beaverhead,Trump
Montana,Dawson,Trump
Montana,Big Horn,Clinton
Montana,Deer Lodge,Clinton
Montana,Valley,Trump
Montana,Roosevelt,Trump
Montana,Rosebud,Trump
Montana,Teton,Trump
Montana,Broadwater,Trump
Montana,Powell,Trump
Montana,Pondera,Trump
Montana,Blaine,Trump
Montana,Chouteau,Trump
Montana,Musselshell,Trump
Montana,Phillips,Trump
Montana,Sweet Grass,Trump
Montana,Toole,Trump
Montana,Mineral,Trump
Montana,Sheridan,Trump
Montana,Granite,Trump
Montana,Fallon,Trump
Montana,Judith Basin,Trump
Montana,McCone,Trump
Montana,Powder River,Trump
Montana,Meagher,Trump
Montana,Daniels,Trump
Montana,Liberty,Trump
Montana,Wheatland,Trump
Montana,Carter,Trump
Montana,Garfield,Trump
Montana,Prairie,Trump
Montana,Wibaux,Trump
Montana,Golden Valley,Trump
Montana,Treasure,Trump
Montana,Petroleum,Trump
Nebraska,Douglas,Clinton
Nebraska,Lancaster,Clinton
Nebraska,Sarpy,Trump
Nebraska,Hall,Trump
Nebraska,Buffalo,Trump
Nebraska,Lincoln,Trump
Nebraska,Dodge,Trump
Nebraska,Platte,Trump
Nebraska,Madison,Trump
Nebraska,Scotts Bluff,Trump
Nebraska,Adams,Trump
Nebraska,Cass,Trump
Nebraska,Saunders,Trump
Nebraska,Washington,Trump
Nebraska,Gage,Trump
Nebraska,Dawson,Trump
Nebraska,Seward,Trump
Nebraska,Otoe,Trump
Nebraska,Dakota,Trump
Nebraska,York,Trump
Nebraska,Custer,Trump
Nebraska,Red Willow,Trump
Nebraska,Holt,Trump
Nebraska,Hamilton,Trump
Nebraska,Saline,Trump
Nebraska,Box Butte,Trump
Nebraska,Phelps,Trump
Nebraska,Cheyenne,Trump
Nebraska,Cedar,Trump
Nebraska,Knox,Trump
Nebraska,Cuming,Trump
Nebraska,Keith,Trump
Nebraska,Butler,Trump
Nebraska,Wayne,Trump
Nebraska,Merrick,Trump
Nebraska,Richardson,Trump
Nebraska,Pierce,Trump
Nebraska,Dawes,Trump
Nebraska,Burt,Trump
Nebraska,Jefferson,Trump
Nebraska,Kearney,Trump
Nebraska,Antelope,Trump
Nebraska,Colfax,Trump
Nebraska,Cherry,Trump
Nebraska,Nemaha,Trump
Nebraska,Clay,Trump
Nebraska,Howard,Trump
Nebraska,Fillmore,Trump
Nebraska,Boone,Trump
Nebraska,Stanton,Trump
Nebraska,Dixon,Trump
Nebraska,Thayer,Trump
Nebraska,Sheridan,Trump
Nebraska,Polk,Trump
Nebraska,Furnas,Trump
Nebraska,Valley,Trump
Nebraska,Morrill,Trump
Nebraska,Nuckolls,Trump
Nebraska,Johnson,Trump
Nebraska,Thurston,Trump
Nebraska,Chase,Trump
Nebraska,Webster,Trump
Nebraska,Franklin,Trump
Nebraska,Kimball,Trump
Nebraska,Nance,Trump
Nebraska,Harlan,Trump
Nebraska,Brown,Trump
Nebraska,Sherman,Trump
Nebraska,Hitchcock,Trump
Nebraska,Perkins,Trump
Nebraska,Pawnee,Trump
Nebraska,Frontier,Trump
Nebraska,Greeley,Trump
Nebraska,Boyd,Trump
Nebraska,Garden,Trump
Nebraska,Gosper,Trump
Nebraska,Deuel,Trump
Nebraska,Garfield,Trump
Nebraska,Dundy,Trump
Nebraska,Rock,Trump
Nebraska,Sioux,Trump
Nebraska,Keya Paha,Trump
Nebraska,Hayes,Trump
Nebraska,Wheeler,Trump
Nebraska,Logan,Trump
Nebraska,Hooker,Trump
Nebraska,Grant,Trump
Nebraska,Banner,Trump
Nebraska,Thomas,Trump
Nebraska,Loup,Trump
Nebraska,Blaine,Trump
Nebraska,McPherson,Trump
Nebraska,Arthur,Trump
Nevada,Clark,Clinton
Nevada,Washoe,Clinton
Nevada,Douglas,Trump
Nevada,Carson City,Trump
Nevada,Lyon,Trump
Nevada,Nye,Trump
Nevada,Elko,Trump
Nevada,Churchill,Trump
Nevada,Humboldt,Trump
Nevada,White Pine,Trump
Nevada,Storey,Trump
Nevada,Lander,Trump
Nevada,Lincoln,Trump
Nevada,Mineral,Trump
Nevada,Pershing,Trump
Nevada,Eureka,Trump
Nevada,Esmeralda,Trump
New Jersey,Bergen,Clinton
New Jersey,Monmouth,Trump
New Jersey,Essex,Clinton
New Jersey,Middlesex,Clinton
New Jersey,Ocean,Trump
New Jersey,Morris,Trump
New Jersey,Hudson,Clinton
New Jersey,Union,Clinton
New Jersey,Burlington,Clinton
New Jersey,Passaic,Clinton
New Jersey,Camden,Clinton
New Jersey,Somerset,Clinton
New Jersey,Mercer,Clinton
New Jersey,Gloucester,Trump
New Jersey,Atlantic,Clinton
New Jersey,Sussex,Trump
New Jersey,Hunterdon,Trump
New Jersey,Cumberland,Clinton
New Jersey,Warren,Trump
New Jersey,Cape May,Trump
New Jersey,Salem,Trump
New Mexico,Bernalillo,Clinton
New Mexico,Santa Fe,Clinton
New Mexico,Dona Ana,Clinton
New Mexico,Sandoval,Clinton
New Mexico,San Juan,Trump
New Mexico,Valencia,Trump
New Mexico,McKinley,Clinton
New Mexico,Chaves,Trump
New Mexico,Otero,Trump
New Mexico,Eddy,Trump
New Mexico,Lea,Trump
New Mexico,Taos,Clinton
New Mexico,Rio Arriba,Clinton
New Mexico,Grant,Clinton
New Mexico,Curry,Trump
New Mexico,Los Alamos,Clinton
New Mexico,San Miguel,Clinton
New Mexico,Lincoln,Trump
New Mexico,Cibola,Clinton
New Mexico,Luna,Trump
New Mexico,Socorro,Clinton
New Mexico,Torrance,Trump
New Mexico,Roosevelt,Trump
New Mexico,Colfax,Trump
New Mexico,Sierra,Trump
New Mexico,Quay,Trump
New Mexico,Mora,Clinton
New Mexico,Catron,Trump
New Mexico,Hidalgo,Trump
New Mexico,Guadalupe,Clinton
New Mexico,Union,Trump
New Mexico,DeBaca,Trump
New Mexico,Harding,Trump
New York,Brooklyn,Clinton
New York,Queens,Clinton
New York,Suffolk,Trump
New York,Manhattan,Clinton
New York,Nassau,Clinton
New York,Erie,Clinton
New York,Westchester,Clinton
New York,Bronx,Clinton
New York,Monroe,Clinton
New York,Onondaga,Clinton
New York,Staten Island,Trump
New York,Orange,Trump
New York,Albany,Clinton
New York,Rockland,Clinton
New York,Dutchess,Trump
New York,Saratoga,Trump
New York,Niagara,Trump
New York,Oneida,Trump
New York,Broome,Trump
New York,Ulster,Clinton
New York,Rensselaer,Trump
New York,Schenectady,Clinton
New York,Chautauqua,Trump
New York,Ontario,Trump
New York,Putnam,Trump
New York,Oswego,Trump
New York,Steuben,Trump
New York,Tompkins,Clinton
New York,Wayne,Trump
New York,Saint Lawrence,Trump
New York,Jefferson,Trump
New York,Chemung,Trump
New York,Cayuga,Trump
New York,Livingston,Trump
New York,Cattaraugus,Trump
New York,Clinton,Clinton
New York,Warren,Trump
New York,Madison,Trump
New York,Columbia,Clinton
New York,Sullivan,Trump
New York,Genesee,Trump
New York,Herkimer,Trump
New York,Otsego,Trump
New York,Washington,Trump
New York,Tioga,Trump
New York,Fulton,Trump
New York,Greene,Trump
New York,Cortland,Trump
New York,Chenango,Trump
New York,Delaware,Trump
New York,Montgomery,Trump
New York,Allegany,Trump
New York,Orleans,Trump
New York,Wyoming,Trump
New York,Franklin,Trump
New York,Essex,Trump
New York,Seneca,Trump
New York,Schoharie,Trump
New York,Lewis,Trump
New York,Yates,Trump
New York,Schuyler,Trump
New York,Hamilton,Trump
North Carolina,Wake,Clinton
North Carolina,Mecklenburg,Clinton
North Carolina,Guilford,Clinton
North Carolina,Forsyth,Clinton
North Carolina,Durham,Clinton
North Carolina,Buncombe,Clinton
North Carolina,Cumberland,Clinton
North Carolina,New Hanover,Trump
North Carolina,Union,Trump
North Carolina,Gaston,Trump
North Carolina,Cabarrus,Trump
North Carolina,Johnston,Trump
North Carolina,Iredell,Trump
North Carolina,Orange,Clinton
North Carolina,Pitt,Clinton
North Carolina,Davidson,Trump
North Carolina,Catawba,Trump
North Carolina,Alamance,Trump
North Carolina,Brunswick,Trump
North Carolina,Randolph,Trump
North Carolina,Rowan,Trump
North Carolina,Henderson,Trump
North Carolina,Onslow,Trump
North Carolina,Wayne,Trump
North Carolina,Moore,Trump
North Carolina,Nash,Trump
North Carolina,Craven,Trump
North Carolina,Harnett,Trump
North Carolina,Cleveland,Trump
North Carolina,Rockingham,Trump
North Carolina,Robeson,Trump
North Carolina,Lincoln,Trump
North Carolina,Chatham,Clinton
North Carolina,Burke,Trump
North Carolina,Wilson,Clinton
North Carolina,Carteret,Trump
North Carolina,Caldwell,Trump
North Carolina,Surry,Trump
North Carolina,Wilkes,Trump
North Carolina,Haywood,Trump
North Carolina,Franklin,Trump
North Carolina,Rutherford,Trump
North Carolina,Stanly,Trump
North Carolina,Watauga,Clinton
North Carolina,Pender,Trump
North Carolina,Granville,Trump
North Carolina,Sampson,Trump
North Carolina,Lenoir,Trump
North Carolina,Halifax,Clinton
North Carolina,Lee,Trump
North Carolina,Edgecombe,Clinton
North Carolina,Beaufort,Trump
North Carolina,Columbus,Trump
North Carolina,Stokes,Trump
North Carolina,Davie,Trump
North Carolina,Duplin,Trump
North Carolina,Vance,Clinton
North Carolina,McDowell,Trump
North Carolina,Person,Trump
North Carolina,Dare,Trump
North Carolina,Richmond,Trump
North Carolina,Alexander,Trump
North Carolina,Jackson,Trump
North Carolina,Hoke,Clinton
North Carolina,Transylvania,Trump
North Carolina,Yadkin,Trump
North Carolina,Macon,Trump
North Carolina,Pasquotank,Clinton
North Carolina,Bladen,Trump
North Carolina,Cherokee,Trump
North Carolina,Scotland,Clinton
North Carolina,Ashe,Trump
North Carolina,Currituck,Trump
North Carolina,Martin,Trump
North Carolina,Montgomery,Trump
North Carolina,Madison,Trump
North Carolina,Polk,Trump
North Carolina,Caswell,Trump
North Carolina,Anson,Clinton
North Carolina,Warren,Clinton
North Carolina,Hertford,Clinton
North Carolina,Yancey,Trump
North Carolina,Northampton,Clinton
North Carolina,Bertie,Clinton
North Carolina,Avery,Trump
North Carolina,Greene,Trump
North Carolina,Mitchell,Trump
North Carolina,Chowan,Trump
North Carolina,Pamlico,Trump
North Carolina,Perquimans,Trump
North Carolina,Washington,Clinton
North Carolina,Swain,Trump
North Carolina,Clay,Trump
North Carolina,Gates,Trump
North Carolina,Alleghany,Trump
North Carolina,Jones,Trump
North Carolina,Camden,Trump
North Carolina,Graham,Trump
North Carolina,Hyde,Trump
North Carolina,Tyrrell,Trump
North Dakota,Cass,Trump
North Dakota,Burleigh,Trump
North Dakota,Grand Forks,Trump
North Dakota,Ward,Trump
North Dakota,Morton,Trump
North Dakota,Williams,Trump
North Dakota,Stark,Trump
North Dakota,Stutsman,Trump
North Dakota,Richland,Trump
North Dakota,Barnes,Trump
North Dakota,Ramsey,Trump
North Dakota,McLean,Trump
North Dakota,McKenzie,Trump
North Dakota,Mercer,Trump
North Dakota,Walsh,Trump
North Dakota,Mountrail,Trump
North Dakota,Traill,Trump
North Dakota,Rolette,Clinton
North Dakota,Bottineau,Trump
North Dakota,Pembina,Trump
North Dakota,McHenry,Trump
North Dakota,Dickey,Trump
North Dakota,Wells,Trump
North Dakota,Ransom,Trump
North Dakota,Dunn,Trump
North Dakota,LaMoure,Trump
North Dakota,Pierce,Trump
North Dakota,Sargent,Trump
North Dakota,Cavalier,Trump
North Dakota,Emmons,Trump
North Dakota,Benson,Trump
North Dakota,Bowman,Trump
North Dakota,Foster,Trump
North Dakota,Nelson,Trump
North Dakota,McIntosh,Trump
North Dakota,Grant,Trump
North Dakota,Kidder,Trump
North Dakota,Hettinger,Trump
North Dakota,Renville,Trump
North Dakota,Griggs,Trump
North Dakota,Eddy,Trump
North Dakota,Adams,Trump
North Dakota,Divide,Trump
North Dakota,Sioux,Clinton
North Dakota,Towner,Trump
